source	asserted_behavior	scope	subsystem	js_test_or_reason	status	rationale
pdfplumber-python/tests/test_table.py:30	Test.test table settings errors	public-api	table	test/compat/pdfplumber.compat.test.ts (table-settings-errors)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_table.py:54	Test.test edges strict	public-api	table	test/compat/pdfplumber.compat.test.ts (table-lines-strict)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_table.py:76	Test.test rows and columns	public-api	general	test/compat/pdfplumber.compat.test.ts (table-rows-and-columns)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:102	Test.test extract words return chars	public-api	general	test/compat/pdfplumber.compat.test.ts (extract-words-return-chars)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:114	Test.test text rotation	public-api	text	test/compat/pdfplumber.compat.test.ts (text-rotation)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:147	Test.test text rotation layout	public-api	text	test/compat/pdfplumber.compat.test.ts (text-rotation-layout)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:184	Test.test text render directions	public-api	text	test/compat/pdfplumber.compat.test.ts (text-render-directions)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:204	Test.test invalid directions	public-api	general	test/compat/pdfplumber.compat.test.ts (text-render-directions)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:222	Test.test extra attrs	public-api	general	test/compat/pdfplumber.compat.test.ts (text-extra-attrs)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:243	Test.test extract words punctuation	public-api	general	test/compat/pdfplumber.compat.test.ts (punctuation-splitting)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:290	Test.test extract text punctuation	public-api	text	test/compat/pdfplumber.compat.test.ts (punctuation-splitting)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:299	Test.test text flow	public-api	text	test/compat/pdfplumber.compat.test.ts (text-flow)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:323	Test.test text flow overlapping	public-api	text	test/compat/pdfplumber.compat.test.ts (text-flow-overlapping)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:339	Test.test text flow words mixed lines	public-api	text	test/compat/pdfplumber.compat.test.ts (text-flow-words-mixed-lines)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:34	Test.test cluster list	excluded	general	Python pdfplumber utility helpers are not exported by the pdfplumber.js package or documented as public extraction APIs.	excluded	These rows exercise internal helper functions such as clustering, object resolving, object geometry transforms, edge filtering, and list coercion; corresponding public extraction behavior remains covered by page/document API tests.
pdfplumber-python/tests/test_utils.py:352	Test.test extract text	public-api	text	test/compat/pdfplumber.compat.test.ts (search-and-text-lines)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:379	Test.test extract text blank	public-api	text	test/compat/pdfplumber.compat.test.ts (extract-text-nochars)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:382	Test.test extract text layout	public-api	text	test/compat/pdfplumber.compat.test.ts (search-and-text-lines)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:400	Test.test extract text layout cropped	public-api	text	test/compat/pdfplumber.compat.test.ts (extract-text-layout-cropped)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:411	Test.test extract text layout widths	public-api	text	test/compat/pdfplumber.compat.test.ts (extract-text-layout-widths)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:42	Test.test cluster objects	excluded	general	Python pdfplumber utility helpers are not exported by the pdfplumber.js package or documented as public extraction APIs.	excluded	These rows exercise internal helper functions such as clustering, object resolving, object geometry transforms, edge filtering, and list coercion; corresponding public extraction behavior remains covered by page/document API tests.
pdfplumber-python/tests/test_utils.py:420	Test.test extract text nochars	public-api	text	test/compat/pdfplumber.compat.test.ts (extract-text-nochars)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:425	Test.test search regex compiled	public-api	search	test/compat/pdfplumber.compat.test.ts (search-and-text-lines)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:440	Test.test search regex uncompiled	public-api	search	test/compat/pdfplumber.compat.test.ts (search-and-text-lines)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:449	Test.test search string	public-api	search	test/compat/pdfplumber.compat.test.ts (search-and-text-lines)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:473	Test.test extract text lines	public-api	text	test/compat/pdfplumber.compat.test.ts (search-and-text-lines)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:497	Test.test handle empty and whitespace search results	public-api	search	test/compat/pdfplumber.compat.test.ts (search-and-text-lines)	passed	The compat gate compares the JS public API against Python pdfplumber-generated goldens for this upstream behavior.
pdfplumber-python/tests/test_utils.py:50	Test.test resolve	excluded	general	Python pdfplumber utility helpers are not exported by the pdfplumber.js package or documented as public extraction APIs.	excluded	These rows exercise internal helper functions such as clustering, object resolving, object geometry transforms, edge filtering, and list coercion; corresponding public extraction behavior remains covered by page/document API tests.
pdfplumber-python/tests/test_utils.py:509	Test.test intersects bbox	excluded	boxes	Python pdfplumber utility helpers are not exported by the pdfplumber.js package or documented as public extraction APIs.	excluded	These rows exercise internal helper functions such as clustering, object resolving, object geometry transforms, edge filtering, and list coercion; corresponding public extraction behavior remains covered by page/document API tests.
pdfplumber-python/tests/test_utils.py:559	Test.test merge bboxes	excluded	general	Python pdfplumber utility helpers are not exported by the pdfplumber.js package or documented as public extraction APIs.	excluded	These rows exercise internal helper functions such as clustering, object resolving, object geometry transforms, edge filtering, and list coercion; corresponding public extraction behavior remains covered by page/document API tests.
